4.60000	-3.74990	6.75000	0.00000	0.00000	0.00000
4.70000	-3.74990	6.75000	0.00000	0.00000	0.00000
4.80000	-3.74990	6.75000	0.00000	0.00000	0.00000
4.90000	-3.74824	6.75000	0.00000	0.14963	-0.00000
5.00000	-3.71251	6.75000	-0.00000	0.45456	-0.00000
5.10000	-3.66706	6.75000	-0.00000	0.45455	-0.00000
5.20000	-3.62160	6.75000	-0.00000	0.45455	-0.00000
5.30000	-3.57615	6.75000	-0.00000	0.45455	-0.00000
5.40000	-3.53069	6.75000	-0.00000	0.45455	-0.00000
5.50000	-3.48524	6.75000	-0.00000	0.45455	-0.00000
5.60000	-3.43979	6.75000	-0.00000	0.45455	-0.00000
5.70000	-3.39433	6.75000	-0.00000	0.45455	-0.00000
5.80000	-3.34888	6.75000	-0.00000	0.45455	-0.00000
5.90000	-3.30342	6.75000	-0.00000	0.45455	-0.00000
6.00000	-3.25797	6.75000	-0.00000	0.45455	-0.00000
6.10000	-3.21251	6.75000	-0.00000	0.45455	-0.00000
6.20000	-3.16706	6.75000	-0.00000	0.45455	-0.00000
6.30000	-3.12160	6.75000	-0.00000	0.45455	-0.00000
6.40000	-3.07615	6.75000	-0.00000	0.45455	-0.00000
6.50000	-3.03069	6.75000	-0.00000	0.45455	-0.00000
6.60000	-2.98524	6.75000	-0.00000	0.45455	-0.00000
6.70000	-2.93955	6.75000	-0.00000	0.47785	-0.00000
6.80000	-2.88471	6.75000	-0.00000	0.55000	-0.00000
6.90000	-2.82971	6.75000	-0.00000	0.55000	-0.00000
7.00000	-2.77471	6.75000	-0.00000	0.55000	-0.00000
7.10000	-2.71381	6.75000	-0.00000	0.73779	-0.00000
7.20000	-2.62802	6.75000	-0.00000	0.88578	-0.00000
7.30000	-2.53944	6.75000	-0.00000	0.88578	-0.00000
7.40000	-2.45086	6.75000	-0.00000	0.88578	-0.00000
7.50000	-2.36229	6.75000	-0.00000	0.88578	-0.00000
7.60000	-2.27371	6.75000	-0.00000	0.88578	-0.00000
7.70000	-2.18513	6.75000	-0.00000	0.88578	-0.00000
7.80000	-2.09655	6.75000	-0.00000	0.88578	-0.00000
7.90000	-2.00797	6.75000	-0.00000	0.88578	-0.00000
8.00000	-1.91939	6.75000	-0.00000	0.88578	-0.00000
8.10000	-1.83082	6.75000	-0.00000	0.88578	-0.00000
8.20000	-1.74224	6.75000	-0.00000	0.88578	-0.00000
8.30000	-1.65366	6.75000	-0.00000	0.88578	-0.00000
8.40000	-1.56508	6.75000	-0.00000	0.88578	-0.00000
8.50000	-1.47650	6.75000	-0.00000	0.88578	-0.00000
8.60000	-1.38793	6.75000	-0.00000	0.88578	-0.00000
8.70000	-1.29935	6.75000	-0.00000	0.88578	-0.00000
8.80000	-1.21077	6.75000	-0.00000	0.88578	-0.00000
8.90000	-1.12219	6.75000	-0.00000	0.88578	-0.00000
9.00000	-1.03361	6.75000	-0.00000	0.88578	-0.00000
9.10000	-0.94504	6.75000	-0.00000	0.88578	-0.00000
9.20000	-0.85646	6.75000	-0.00000	0.88578	-0.00000
9.30000	-0.76788	6.75000	-0.00000	0.88578	-0.00000
9.40000	-0.67930	6.75000	-0.00000	0.88578	-0.00000
9.50000	-0.59072	6.75000	-0.00000	0.88578	-0.00000
9.60000	-0.50215	6.75000	-0.00000	0.88578	-0.00000
9.70000	-0.41357	6.75000	-0.00000	0.88578	-0.00000
9.80000	-0.32499	6.75000	-0.00000	0.88578	-0.00000
9.90000	-0.23641	6.75000	-0.00000	0.88578	-0.00000
10.00000	-0.14783	6.75000	-0.00000	0.88578	-0.00000
10.10000	-0.05926	6.75000	-0.00000	0.88578	-0.00000
10.20000	0.02932	6.75000	-0.00000	0.88578	-0.00000
10.30000	0.11790	6.75000	-0.00000	0.88578	-0.00000
10.40000	0.20648	6.75000	-0.00000	0.88578	-0.00000
10.50000	0.29506	6.75000	-0.00000	0.88578	-0.00000
10.60000	0.38363	6.75000	-0.00000	0.88578	-0.00000
10.70000	0.47221	6.75000	-0.00000	0.88578	-0.00000
10.80000	0.56079	6.75000	-0.00000	0.88578	-0.00000
10.90000	0.64937	6.75000	-0.00000	0.88578	-0.00000
11.00000	0.73794	6.74970	-0.02400	0.88580	-0.90012
11.10000	0.82645	6.74356	-0.11934	0.89013	-0.99236
11.20000	0.91452	6.72876	-0.22123	0.89331	-1.02778
11.30000	1.00068	6.70519	-0.32366	0.89434	-1.01912
11.40000	1.08441	6.67336	-0.42431	0.89750	-0.99406
11.50000	1.16519	6.63401	-0.52202	0.89817	-0.96970
11.60000	1.24176	6.58751	-0.61899	0.89393	-0.96970
11.70000	1.31321	6.53421	-0.71596	0.88938	-0.96970
11.80000	1.37778	6.47340	-0.81800	0.88580	-1.04729
11.90000	1.43546	6.40639	-0.92071	0.88206	-1.00200
12.00000	1.48684	6.33522	-1.01829	0.87550	-0.96970
12.10000	1.53083	6.25978	-1.11526	0.87158	-0.96970
